id,fire_name,fire_started_date,fire_extinguished_date,archive_year,county_id,state,cause_id,cause_description,percent_contained,total_acres_burned,major_incident
596,Translator Fire,2017-08-28,2018-01-09,2017,12,CA,14,Unidentified,100,40,f
597,Vestal Fire,2017-08-26,2018-01-09,2017,52,CA,14,Unidentified,100,40,f
598,Reservation Fire,2017-07-16,2018-01-09,2017,27,CA,14,Unidentified,100,40,f
599,Spenceville Fire,2017-07-24,2018-01-09,2017,58,CA,14,Unidentified,100,39,t
600, Bridge Fire,2017-10-31,2018-01-09,2017,45,CA,14,Unidentified,100,37,f
601,Banderilla Fire,2017-07-07,2018-01-09,2017,22,CA,14,Unidentified,100,36,f
602,Melba Fire,2017-09-29,2018-01-09,2017,33,CA,14,Unidentified,100,35,f
603,Spaletta Fire,2017-07-12,2018-01-09,2017,21,CA,14,Unidentified,100,35,f
604,Breckenridge Fire,2017-06-09,2018-01-09,2017,15,CA,14,Unidentified,100,35,f
605,Meyers Fire,2017-12-05,2018-01-09,2017,36,CA,14,Unidentified,100,34,f
606,Ellie Fire,2017-09-10,2018-01-09,2017,33,CA,14,Unidentified,100,34,f
607,Miller Fire,2017-08-31,2018-01-09,2017,12,CA,14,Unidentified,100,34,f
608,Christmas Fire,2017-07-07,2018-01-09,2017,33,CA,14,Unidentified,100,33,f
609,Creek Fire ,2017-06-04,2018-01-09,2017,15,CA,14,Unidentified,100,33,f
610,Sandy Fire,2017-08-02,2018-01-09,2017,53,CA,14,Unidentified,100,32,f
611,Shore Fire,2017-06-16,2018-01-09,2017,27,CA,14,Unidentified,100,32,t
612,Pleyto Fire,2017-06-11,2018-01-09,2017,27,CA,14,Unidentified,100,32,f
613,York Fire,2017-10-15,2018-01-09,2017,27,CA,14,Unidentified,100,31,f
614,Juniper Fire,2017-08-23,2018-01-09,2017,10,CA,14,Unidentified,100,31,f
615,Hub Fire,2017-05-12,2018-01-09,2017,15,CA,14,Unidentified,100,31,f
616,Castaic Fire,2017-08-31,2018-03-22,2017,19,CA,14,Unidentified,100,30,f
617,Blocksburg Fire,2017-08-03,2018-01-09,2017,12,CA,14,Unidentified,100,30,f
618,Timber Fire,2017-07-03,2018-01-09,2017,33,CA,14,Unidentified,100,30,f
619,Ice Fire,2017-10-10,2018-01-09,2017,9,CA,14,Unidentified,100,29,f
620,Benson Fire,2017-07-08,2018-01-09,2017,52,CA,14,Unidentified,100,29,f
621,32 Fire,2017-09-25,2018-01-09,2017,4,CA,14,Unidentified,100,28,f
622,4-4 Fire,2017-08-30,2018-01-09,2017,25,CA,14,Unidentified,100,28,f
623,Nuevo Fire,2017-06-15,2018-01-09,2017,33,CA,14,Unidentified,100,28,f
624,4-10 Fire,2017-08-30,2018-01-09,2017,25,CA,14,Unidentified,100,27,t
625,Vernon Fire,2017-06-03,2018-01-09,2017,33,CA,14,Unidentified,100,27,f
626,Jasper Fire,2017-09-26,2018-01-09,2017,58,CA,14,Unidentified,100,26,f
627,Trellis Fire,2017-06-18,2018-01-09,2017,33,CA,14,Unidentified,100,26,f
628,Fairview Fire,2017-06-01,2018-01-09,2017,33,CA,14,Unidentified,100,26,f
629,Cove Fire,2017-09-23,2018-01-09,2017,40,CA,14,Unidentified,100,25,f
630,Border 9 Fire,2017-09-07,2018-01-09,2017,37,CA,14,Unidentified,100,25,f
631,Hopper Fire,2017-09-01,2018-01-09,2017,45,CA,14,Unidentified,100,25,f
632,Sloane Fire,2017-06-27,2018-01-09,2017,37,CA,14,Unidentified,100,25,f
633,Road Fire,2017-06-18,2018-01-09,2017,20,CA,14,Unidentified,100,25,f
634,5 Fire,2017-06-03,2018-01-09,2017,19,CA,14,Unidentified,100,25,f
635,Ribbonwood Fire,2017-05-24,2018-01-09,2017,37,CA,14,Unidentified,100,25,f
636,Portola Fire,2017-10-10,2018-01-09,2017,33,CA,14,Unidentified,100,23,f
637,Edwards Fire,2017-09-26,2018-01-09,2017,1,CA,14,Unidentified,100,22,f
638,Refuge Fire,2017-06-13,2018-01-09,2017,28,CA,14,Unidentified,100,22,t
639,Mule Fire,2017-09-05,2018-01-09,2017,17,CA,14,Unidentified,100,21,f
640,Globe Fire,2017-07-05,2018-01-09,2017,54,CA,14,Unidentified,100,21,f
641,Blue Fire,2017-10-08,2018-01-09,2017,12,CA,14,Unidentified,100,20,t
642,Seine Fire,2017-07-22,2018-01-09,2017,36,CA,14,Unidentified,100,20,f
643,City Fire,2017-05-18,2018-01-09,2017,16,CA,14,Unidentified,100,20,f
644,Nacimiento Fire,2017-05-14,2018-01-09,2017,27,CA,14,Unidentified,100,20,f
645,Longhorn Fire,2017-12-13,2018-01-09,2017,33,CA,14,Unidentified,100,19,f
646,Sway Fire,2017-08-01,2018-01-09,2017,12,CA,14,Unidentified,100,19,f
647,Willms Fire,2017-07-18,2018-01-09,2017,50,CA,14,Unidentified,100,19,f
648,Bodega Fire,2017-08-27,2018-01-09,2017,49,CA,14,Unidentified,100,18,f
649,Lakeland Fire,2017-07-04,2018-01-09,2017,4,CA,14,Unidentified,100,18,f
650,Panoche Fire,2017-05-28,2018-01-09,2017,10,CA,14,Unidentified,100,18,f
651,Ramblin Fire,2017-10-03,2018-01-09,2017,22,CA,14,Unidentified,100,17,f
652,Corner Fire,2017-08-17,2018-01-09,2017,45,CA,14,Unidentified,100,17,t
653,Lonoak Fire,2017-05-17,2018-01-09,2017,27,CA,14,Unidentified,100,17,t
654,Matz Fire,2017-05-29,2018-01-09,2017,36,CA,14,Unidentified,100,16,f
655,Rusty Fire,2017-05-28,2018-01-09,2017,10,CA,14,Unidentified,100,16,f
656,Paskenta Fire ,2017-08-10,2018-01-09,2017,52,CA,14,Unidentified,100,15,f
657,Greenhorn Fire,2017-07-27,2018-01-09,2017,29,CA,14,Unidentified,100,15,f
658,Alvarado Fire,2017-06-28,2018-01-09,2017,27,CA,14,Unidentified,100,15,f
659,Lombardi Fire,2017-05-28,2018-01-09,2017,5,CA,14,Unidentified,100,15,f
660,66 Fire,2017-04-13,2018-01-09,2017,33,CA,14,Unidentified,100,15,f
661,Drum Fire,2017-12-16,2018-01-09,2017,42,CA,14,Unidentified,100,14,f
662,Coast Fire,2017-12-14,2018-01-09,2017,42,CA,14,Unidentified,100,14,f
663,Desabla Fire,2017-07-02,2018-01-09,2017,4,CA,14,Unidentified,100,14,f
664,Moraga Fire,2017-05-18,2018-01-09,2017,33,CA,14,Unidentified,100,14,f
665,Milton Fire,2017-10-18,2018-01-09,2017,50,CA,14,Unidentified,100,13,f
666,Woodland Fire,2017-07-25,2018-01-09,2017,9,CA,14,Unidentified,100,13,f
667,Rosado Fire,2017-07-12,2018-01-09,2017,9,CA,14,Unidentified,100,13,f
668,Pacific Fire,2017-09-12,2018-01-09,2017,4,CA,14,Unidentified,100,12,f
669,Shandon Fire,2017-05-07,2018-01-09,2017,40,CA,14,Unidentified,100,12,f
670,Jameson Fire,2017-04-30,2018-01-09,2017,33,CA,14,Unidentified,100,12,f
671,Independence Fire,2017-07-31,2018-01-09,2017,49,CA,14,Unidentified,100,11,f
672,Lisa Fire,2017-07-02,2018-01-09,2017,33,CA,14,Unidentified,100,11,f
673,Dexter Fire,2017-09-20,2018-01-09,2017,22,CA,14,Unidentified,100,10,f
674,Shaver Fire,2017-09-11,2018-01-09,2017,10,CA,14,Unidentified,100,10,f
675,Sandra Fire,2017-08-28,2018-01-09,2017,3,CA,14,Unidentified,100,10,f
676,Rincon Fire,2017-08-03,2018-01-09,2017,19,CA,14,Unidentified,100,10,f
677,Grizzly Fire,2017-07-21,2018-01-09,2017,29,CA,14,Unidentified,100,10,f
678,Navajo Fire,2017-07-13,2018-01-09,2017,33,CA,14,Unidentified,100,10,f
679,Rebie Fire,2017-07-12,2018-01-09,2017,4,CA,14,Unidentified,100,10,t
680,Lambs Fire,2017-06-18,2018-01-09,2017,33,CA,14,Unidentified,100,10,f
681,Shirleon Fire ,2017-06-04,2018-01-09,2017,33,CA,14,Unidentified,100,10,f
682,Twenty Fire,2017-05-29,2018-01-09,2017,58,CA,14,Unidentified,100,10,f
683,Champagne Fire,2017-05-28,2018-01-09,2017,15,CA,14,Unidentified,100,10,f
684,Moreno Fire,2017-05-23,2018-01-09,2017,33,CA,14,Unidentified,100,10,f
685,Soledad Fire,2017-04-24,2018-01-09,2017,27,CA,14,Unidentified,100,10,f
686,Pressley Fire (Central LNU Complex),2017-10-09,2018-01-09,2017,49,CA,14,Unidentified,100,0,t
687,Partrick Fire (Central LNU Complex),2017-10-08,2018-01-09,2017,28,CA,14,Unidentified,100,0,t
688,Rattlesnake Fire,2017-09-07,2018-01-09,2017,22,CA,14,Unidentified,100,0,f
689,Clear Complex (merged into Eclipse Complex),2017-07-25,2018-01-09,2017,47,CA,14,Unidentified,100,0,f
690,Warner Mountain Lightning,2017-07-23,2018-01-09,2017,25,CA,14,Unidentified,100,0,f
691,Klamath Fire,2017-07-04,2018-01-09,2017,47,CA,14,Unidentified,100,0,f
692, Cristianitos Fire,2017-06-28,2018-01-09,2017,37,CA,14,Unidentified,100,0,f
693,Salmon-August Complex ,2017-06-25,2018-01-09,2017,47,CA,14,Unidentified,100,0,f
694,King Incident,2017-06-23,2018-01-09,2017,54,CA,14,Unidentified,100,0,f
695,Oroville Spillway ,2017-02-07,2018-01-09,2017,4,CA,14,Unidentified,100,0,t
696,Ranch Fire (Mendocino Complex),2018-07-27,2019-01-04,2018,"6,11,17,23",CA,14,Unidentified,100,410203,t
697,Carr Fire,2018-07-23,2019-01-04,2018,"45,53",CA,14,Unidentified,100,229651,t
698,Woolsey Fire,2018-11-08,2019-01-04,2018,"19,56",CA,14,Unidentified,100,96949,t
699,Ferguson Fire,2018-07-13,2019-01-04,2018,22,CA,14,Unidentified,100,96901,f
700,County Fire,2018-06-30,2019-01-04,2018,"28,57",CA,14,Unidentified,100,90288,t
701,Delta Fire,2018-09-05,2019-01-04,2018,"45,53",CA,14,Unidentified,100,63311,f
702,River Fire (Mendocino Complex),2018-07-27,2019-01-04,2018,"6,17,23",CA,14,Unidentified,100,48920,t
703,Hirz Fire,2018-08-09,2019-01-04,2018,45,CA,14,Unidentified,100,46150,t
704,Klamathon Fire,2018-07-05,2019-01-04,2018,47,CA,14,Unidentified,100,38008,t
705,Donnell Fire,2018-08-01,2019-01-04,2018,55,CA,14,Unidentified,100,36450,f
706,Whaleback Fire,2018-07-27,2019-01-04,2018,18,CA,14,Unidentified,100,18703,f
707,Pawnee Fire,2018-06-23,2019-01-04,2018,17,CA,14,Unidentified,100,15185,t
708,Waverly Fire,2018-06-29,2019-01-04,2018,39,CA,14,Unidentified,100,12300,f
709,Boot Fire,2018-09-04,2019-01-04,2018,26,CA,14,Unidentified,100,6974,f
710,Planada Fire,2018-06-15,2019-01-04,2018,24,CA,14,Unidentified,100,4564,f
711,Lions Fire,2018-06-11,2019-01-04,2018,20,CA,14,Unidentified,100,4064,f
712,Sun Fire,2018-10-07,2019-01-04,2018,52,CA,14,Unidentified,100,3889,t
713,Lane Fire,2018-06-23,2019-01-04,2018,52,CA,14,Unidentified,100,3716,t
714,Mill Creek 1 Fire,2018-08-16,2019-01-04,2018,12,CA,14,Unidentified,100,3674,f
715,Charlie Fire,2018-09-22,2019-01-04,2018,19,CA,14,Unidentified,100,3380,f
716,Five Fire,2018-08-06,2019-01-04,2018,16,CA,14,Unidentified,100,2995,f
717,Tarina Fire,2018-08-03,2019-01-04,2018,15,CA,14,Unidentified,100,2950,f
718,Georges Fire,2018-07-08,2019-01-04,2018,14,CA,14,Unidentified,100,2883,t
719,Snell Fire,2018-09-08,2019-01-04,2018,28,CA,14,Unidentified,100,2490,t
720,Chrome Fire,2018-06-09,2019-01-04,2018,11,CA,14,Unidentified,100,2290,t
721,Turkey Fire,2018-08-06,2019-01-04,2018,27,CA,14,Unidentified,100,2225,f
722,Hat Fire,2018-08-09,2019-01-04,2018,45,CA,14,Unidentified,100,1900,t
723,Nees Fire,2018-05-02,2019-01-04,2018,24,CA,14,Unidentified,100,1756,f
724,Kerlin Fire,2018-09-04,2019-01-04,2018,53,CA,14,Unidentified,100,1751,f
725,Nurse Fire,2018-11-08,2019-01-04,2018,48,CA,14,Unidentified,100,1500,f
726,Airline Fire,2018-06-04,2019-01-04,2018,35,CA,14,Unidentified,100,1314,t
727,Moffat Fire,2018-04-19,2019-01-03,2018,14,CA,14,Unidentified,100,1265,t
728,Patterson Fire,2018-05-17,2019-01-04,2018,33,CA,14,Unidentified,100,1261,f
729,Front Fire,2018-08-19,2019-01-04,2018,42,CA,14,Unidentified,100,1014,f
730,Eel Fire,2018-07-31,2019-01-04,2018,23,CA,14,Unidentified,100,972,f
731,Dale Fire,2018-07-09,2019-01-04,2018,52,CA,14,Unidentified,100,856,f
732,Irish Fire,2018-07-06,2019-01-04,2018,3,CA,14,Unidentified,100,825,t
733,Eighty Eight Fire,2018-07-18,2019-01-04,2018,57,CA,14,Unidentified,100,822,f
734,Sunset Fire,2018-08-01,2019-01-04,2018,31,CA,14,Unidentified,100,700,f
735,Tumbleweed Fire,2018-06-14,2019-01-04,2018,18,CA,14,Unidentified,100,646,f
736,Eastern Fire,2018-06-04,2019-01-04,2018,35,CA,14,Unidentified,100,513,t
737,Hyatt Fire,2018-06-27,2019-01-04,2018,18,CA,14,Unidentified,100,441,f
738,San Ardo,2018-06-26,2019-06-21,2018,27,CA,14,Unidentified,100,375,f
739,Call Fire,2018-08-18,2019-01-04,2018,15,CA,14,Unidentified,100,367,f
740,Pasqual Fire,2018-07-27,2019-01-04,2018,37,CA,14,Unidentified,100,365,t
741,Shippee Fire,2018-06-26,2019-01-04,2018,4,CA,14,Unidentified,100,347,f
742,Bascom Fire,2018-06-23,2019-01-04,2018,45,CA,14,Unidentified,100,328,f
743,Shingle Fire,2018-07-04,2019-01-04,2018,9,CA,14,Unidentified,100,316,f
744,ONeals Fire,2018-06-04,2019-01-04,2018,20,CA,14,Unidentified,100,300,f
745,Alpha Fire,2018-05-04,2019-01-04,2018,37,CA,14,Unidentified,100,300,f
746,South Fire,2018-08-06,2019-01-04,2018,5,CA,14,Unidentified,100,290,f
747,Skyline Fire,2018-07-19,2019-01-04,2018,33,CA,14,Unidentified,100,282,f
748,Stoll Fire,2018-06-23,2019-01-04,2018,52,CA,14,Unidentified,100,268,t
749,Recycle Fire,2018-06-06,2019-01-04,2018,37,CA,14,Unidentified,100,265,t
750,Santa Cruz Fire,2018-03-27,2019-01-03,2018,42,CA,14,Unidentified,100,258,f
751,Rangeland Fire,2018-08-09,2019-01-04,2018,37,CA,14,Unidentified,100,250,f
752,Steamboat Fire,2018-07-15,2019-01-04,2018,47,CA,14,Unidentified,100,224,t
753,Petersburg Fire,2018-07-01,2019-01-04,2018,47,CA,14,Unidentified,100,215,f
754,Ribbon Fire,2018-07-26,2019-01-04,2018,33,CA,14,Unidentified,100,205,f
755,Par Fire,2018-07-04,2019-01-04,2018,4,CA,14,Unidentified,100,191,f
756,Aliso Fire,2018-06-02,2019-01-04,2018,30,CA,14,Unidentified,100,175,f
757,Ogilvy Fire,2018-09-01,2019-01-04,2018,42,CA,14,Unidentified,100,172,f
758,Priest Fire,2018-10-13,2019-01-04,2018,27,CA,14,Unidentified,100,167,f
759,Roxie Fire (Formerly 1-1 Fire),2018-07-24,2019-01-04,2018,18,CA,14,Unidentified,100,167,t
760,Gorge Fire,2018-08-19,2019-01-04,2018,45,CA,14,Unidentified,100,155,f
761,Santiago Fire,2018-06-11,2019-01-04,2018,30,CA,14,Unidentified,100,155,f
762,Euclid Fire,2018-06-12,2019-01-04,2018,33,CA,14,Unidentified,100,154,f
763,Irving Fire,2018-09-10,2019-01-04,2018,21,CA,14,Unidentified,100,152,t
764,Sliger Fire,2018-09-04,2019-01-04,2018,9,CA,14,Unidentified,100,150,t
765,Parrots Fire,2018-08-05,2019-01-04,2018,5,CA,14,Unidentified,100,136,f
766,Steele Fire,2018-07-28,2019-01-04,2018,28,CA,14,Unidentified,100,135,t
767,Pico Fire,2018-07-23,2019-01-04,2018,19,CA,14,Unidentified,100,128,f
768,Open Fire,2018-06-01,2019-01-04,2018,11,CA,14,Unidentified,100,127,f
769,Shastina Fire,2018-05-09,2019-01-04,2018,47,CA,14,Unidentified,100,127,f
770,Sterling,2018-08-31,2019-01-04,2018,36,CA,14,Unidentified,100,125,f
771,Market Fire,2018-10-24,2019-01-04,2018,54,CA,14,Unidentified,100,120,f
772,Idria Fire,2018-07-12,2019-01-04,2018,35,CA,14,Unidentified,100,116,f
773,Bridle Fire,2018-07-06,2019-01-04,2018,43,CA,14,Unidentified,100,116,f
774,Windmill Fire,2018-07-20,2019-01-04,2018,42,CA,14,Unidentified,100,110,f
775,Cobble Fire,2018-05-26,2019-01-04,2018,10,CA,14,Unidentified,100,108,f
776,Western Fire,2018-08-01,2019-01-04,2018,23,CA,14,Unidentified,100,106,f
777,Cache Fire,2018-08-26,2019-01-04,2018,17,CA,14,Unidentified,100,103,f
778,Jelly Fire,2018-05-18,2019-01-04,2018,52,CA,14,Unidentified,100,103,f
779,Balch Fire,2018-07-27,2019-01-04,2018,54,CA,14,Unidentified,100,100,f
780,Box Fire,2018-07-06,2019-01-04,2018,36,CA,14,Unidentified,100,100,f
781,Sam Fire,2018-06-09,2019-01-04,2018,27,CA,14,Unidentified,100,96,f
782,Sheep Fire,2018-06-29,2019-01-04,2018,15,CA,14,Unidentified,100,95,f
783,Peach Fire ,2018-07-05,2019-01-04,2018,23,CA,14,Unidentified,100,90,f
784,3-16 Fire,2018-07-15,2019-01-04,2018,18,CA,14,Unidentified,100,89,f
785,Horn Fire,2018-11-08,2019-01-04,2018,18,CA,14,Unidentified,100,88,f
786,Redinger Fire,2018-08-27,2019-01-04,2018,20,CA,14,Unidentified,100,88,f
787,Plaza Fire,2018-05-20,2019-01-04,2018,24,CA,14,Unidentified,100,88,f
788,Spring 2 Fire,2018-07-09,2019-01-04,2018,17,CA,14,Unidentified,100,80,f
789,Cruces Fire,2018-07-18,2019-01-04,2018,42,CA,14,Unidentified,100,77,f
790,Anchor Fire,2018-06-27,2019-01-04,2018,10,CA,14,Unidentified,100,76,f
791,Stony Fire,2018-07-04,2019-01-04,2018,6,CA,14,Unidentified,100,75,t
792,Main Fire,2018-04-28,2019-01-04,2018,33,CA,14,Unidentified,100,73,f
793,Tornado Fire,2018-05-04,2019-01-04,2018,33,CA,14,Unidentified,100,70,f
794,Romero Fire,2018-06-24,2019-01-04,2018,24,CA,14,Unidentified,100,68,f
795,Bumper Fire,2018-08-01,2019-01-04,2018,9,CA,14,Unidentified,100,67,t
796,Heart Fire,2018-07-21,2019-01-04,2018,23,CA,14,Unidentified,100,67,f
797,Omega Fire,2018-08-01,2019-01-04,2018,9,CA,14,Unidentified,100,66,t
798,Benton Fire,2018-07-04,2019-01-04,2018,33,CA,14,Unidentified,100,63,f
799,Stuhr Fire,2018-05-29,2019-01-04,2018,50,CA,14,Unidentified,100,63,f
800,Lebec Fire,2018-07-08,2019-01-04,2018,15,CA,14,Unidentified,100,62,f
801,Adams Fire,2018-11-05,2019-01-04,2018,52,CA,14,Unidentified,100,60,f
802,Raymond Fire,2018-06-15,2019-01-04,2018,20,CA,14,Unidentified,100,60,f
803,Creston FIre,2018-06-14,2019-01-04,2018,40,CA,14,Unidentified,100,60,f
804,Happy Fire,2018-05-17,2019-01-04,2018,42,CA,14,Unidentified,100,60,f
805,Agua Fire,2018-05-22,2019-01-04,2018,37,CA,14,Unidentified,100,59,f
806,Camino Fire,2018-10-19,2019-01-04,2018,40,CA,14,Unidentified,100,58,f
807,3-10 Fire,2018-07-15,2019-01-04,2018,18,CA,14,Unidentified,100,56,f
808,Bruce Fire,2018-07-08,2019-01-04,2018,7,CA,14,Unidentified,100,56,f
809,Experimental Fire,2018-05-23,2019-01-04,2018,20,CA,14,Unidentified,100,56,t
810,Keenbrook Fire,2018-09-26,2019-01-04,2018,36,CA,14,Unidentified,100,53,t
811,Copper Fire,2018-09-22,2019-01-04,2018,18,CA,14,Unidentified,100,53,f
812,Boyer Fire,2018-06-15,2019-01-04,2018,22,CA,14,Unidentified,100,53,t
813,Kelley Fire,2018-07-14,2019-01-04,2018,25,CA,14,Unidentified,100,52,f
814,Crestline Fire,2018-07-24,2019-01-04,2018,45,CA,14,Unidentified,100,51,t
815,Hale Fire,2018-07-10,2019-01-04,2018,43,CA,14,Unidentified,100,51,f
816,Carder Fire,2018-07-21,2019-01-04,2018,17,CA,14,Unidentified,100,50,t
817,Tuscan Fire,2018-07-15,2019-01-04,2018,52,CA,14,Unidentified,100,50,f
818,Haycamp Fire,2018-02-07,2019-01-03,2018,27,CA,14,Unidentified,100,50,f
819,Buckingham Fire,2018-07-02,2019-01-04,2018,7,CA,14,Unidentified,100,45,f
820,Simmons Fire,2018-07-19,2019-01-04,2018,4,CA,14,Unidentified,100,43,t
821,Martinez Fire,2018-07-23,2019-01-04,2018,33,CA,14,Unidentified,100,40,f
822,Iron Fire,2018-06-19,2019-01-04,2018,7,CA,14,Unidentified,100,40,f
823,Masonic Fire,2018-10-14,2019-01-04,2018,45,CA,14,Unidentified,100,38,f
824,Adobe Fire,2018-06-03,2019-01-04,2018,37,CA,14,Unidentified,100,38,f
825,Mustang Fire,2018-07-21,2019-01-04,2018,40,CA,14,Unidentified,100,37,f
826,Martin Fire,2018-06-03,2019-01-04,2018,47,CA,14,Unidentified,100,37,f
827,Winchester Fire,2018-08-27,2019-01-04,2018,33,CA,14,Unidentified,100,36,f
828,Brushy Fire,2018-11-08,2019-01-04,2018,23,CA,14,Unidentified,100,35,f
829,Terra Fire,2018-08-06,2019-01-04,2018,33,CA,14,Unidentified,100,35,f
830,Marcel Fire,2018-08-17,2019-01-04,2018,15,CA,14,Unidentified,100,34,f
831,Horse Creek Fire,2018-07-19,2019-01-04,2018,54,CA,14,Unidentified,100,34,f
832,Nimshew Fire,2018-09-24,2019-01-04,2018,4,CA,14,Unidentified,100,33,t
833,3-18 Fire,2018-07-15,2019-01-04,2018,18,CA,14,Unidentified,100,32,f
834,Alhambra Fire,2018-08-17,2019-01-04,2018,7,CA,14,Unidentified,100,30,f
835,Sobrante Fire,2018-07-28,2019-01-04,2018,33,CA,14,Unidentified,100,30,f
836,Aqueduct Fire,2018-04-12,2019-01-03,2018,10,CA,14,Unidentified,100,30,f
837,Ager Fire,2018-05-19,2019-01-04,2018,47,CA,14,Unidentified,100,27,f
838,Soboba Fire,2018-09-14,2019-01-04,2018,33,CA,14,Unidentified,100,25,f
839,Vineyard Fire,2018-05-29,2019-01-04,2018,40,CA,14,Unidentified,100,25,f
840,Kelsey Fire,2018-09-03,2019-01-04,2018,17,CA,14,Unidentified,100,24,t
841,Land Fire,2018-08-22,2019-01-04,2018,33,CA,14,Unidentified,100,23,f
842,Glen Fire,2018-06-02,2019-01-04,2018,7,CA,14,Unidentified,100,23,f
843,Plymire Fire,2018-06-01,2019-01-04,2018,52,CA,14,Unidentified,100,23,f
844,Wagner Fire,2018-08-04,2019-01-04,2018,22,CA,14,Unidentified,100,22,f
845,Niles Fire,2018-11-14,2019-01-04,2018,1,CA,14,Unidentified,100,20,f
846,Vallecitos Fire,2018-06-17,2019-01-04,2018,1,CA,14,Unidentified,100,20,f
847,Portola Fire ,2018-06-12,2019-01-04,2018,19,CA,14,Unidentified,100,20,f
848,Jacques Fire,2018-05-09,2019-01-04,2018,37,CA,14,Unidentified,100,18,f
849,Ethanac Fire,2018-06-03,2019-01-04,2018,33,CA,14,Unidentified,100,17,f
850,Johnson Fire,2018-07-15,2019-01-04,2018,12,CA,14,Unidentified,100,16,f
851,Keeler Fire,2018-05-27,2019-01-04,2018,43,CA,14,Unidentified,100,16,f
852,Iron Gate Fire,2018-10-10,2019-01-04,2018,47,CA,14,Unidentified,100,15,f
853,Essex Fire,2018-09-02,2019-01-04,2018,25,CA,14,Unidentified,100,15,f
854,Woodchuck Fire,2018-05-04,2019-01-04,2018,33,CA,14,Unidentified,100,15,f
855,Casner Fire,2018-08-06,2019-01-04,2018,37,CA,14,Unidentified,100,14,f
856,3-2 Fire,2018-07-14,2019-01-04,2018,18,CA,14,Unidentified,100,14,f
857,Madison FIre,2018-06-01,2019-01-04,2018,57,CA,14,Unidentified,100,14,f
858,Ranchera Fire,2018-09-04,2019-01-04,2018,45,CA,14,Unidentified,100,13,f
859,Cinnamon Fire,2018-07-20,2019-01-04,2018,37,CA,14,Unidentified,100,13,t
860,Coldwell Fire,2018-06-02,2019-01-04,2018,10,CA,14,Unidentified,100,13,f
861,Gray Fire,2018-07-13,2019-01-04,2018,36,CA,14,Unidentified,100,12,f
862,School Fire,2018-07-10,2019-01-04,2018,20,CA,14,Unidentified,100,12,f
863,Meamber Fire,2018-06-04,2019-01-04,2018,47,CA,14,Unidentified,100,12,f
864,Resort Fire,2018-06-03,2019-01-04,2018,40,CA,14,Unidentified,100,12,f
865,Bellagio Fire,2018-05-21,2019-01-04,2018,28,CA,14,Unidentified,100,12,f
866,Volcan Fire,2018-05-10,2019-01-04,2018,37,CA,14,Unidentified,100,12,f
867,Dark Fire,2018-07-10,2019-01-04,2018,4,CA,14,Unidentified,100,11,f
868,Cornerstone Fire,2018-07-09,2019-01-04,2018,20,CA,14,Unidentified,100,11,f
869,Grande Fire,2018-06-03,2019-01-04,2018,33,CA,14,Unidentified,100,11,f
870,Bear Fire ,2018-11-16,2019-01-04,2018,44,CA,14,Unidentified,100,10,f
871,Green Hill Fire,2018-11-12,2019-01-04,2018,12,CA,14,Unidentified,100,10,f
872,Powellton Fire,2018-10-15,2019-01-04,2018,4,CA,14,Unidentified,100,10,f
873,Keller Fire,2018-08-19,2019-01-04,2018,33,CA,14,Unidentified,100,10,f
874,Syar Fire,2018-08-09,2019-01-04,2018,28,CA,14,Unidentified,100,10,f
875,Lott Fire,2018-07-17,2019-01-04,2018,47,CA,14,Unidentified,100,10,f
876,Building Fire,2018-07-06,2019-01-04,2018,37,CA,14,Unidentified,100,10,f
877,Llano Fire,2018-06-29,2019-01-04,2018,4,CA,14,Unidentified,100,10,f
878,Ranchita Fire,2018-06-19,2019-01-04,2018,27,CA,14,Unidentified,100,10,f
879,Pallet Fire,2018-06-05,2019-01-04,2018,49,CA,14,Unidentified,100,10,f
880,Jardin Fire,2018-06-02,2019-01-04,2018,33,CA,14,Unidentified,100,10,f
881,70th Fire,2018-05-28,2019-01-04,2018,33,CA,14,Unidentified,100,10,f
882,Honey Flooding,2018-11-29,2019-01-04,2018,4,CA,14,Unidentified,100,0,t
883,Easy Fire,2019-10-30,2019-11-02,2019,56,CA,14,Unidentified,100,1806,f
884,Rawson Fire,2019-10-27,2019-10-28,2019,52,CA,14,Unidentified,100,605,f
885,Hill Fire ,2019-10-30,2019-11-02,2019,33,CA,14,Unidentified,100,494,t
886,Cross Fire,2019-10-09,2019-10-11,2019,"27,40",CA,14,Unidentified,100,289,f
887,Mud Fire ,2019-10-18,2019-10-19,2019,10,CA,2,Equipment Use,100,137,f
888,Wolf Fire,2019-10-10,2019-10-12,2019,33,CA,14,Unidentified,100,75,f
889,Merrill Fire,2019-10-10,2019-10-10,2019,7,CA,11,Powerline,100,40,f
890,Rains Fire,2019-07-18,2019-07-18,2019,50,CA,14,Unidentified,100,35,f
891,Whiskey Fire,2019-07-18,2019-07-20,2019,5,CA,14,Unidentified,100,27,f
892,La Barisa Fire,2019-08-03,2019-08-04,2019,36,CA,14,Unidentified,100,26,f
893,Chaparral Fire,2019-09-29,2019-09-29,2019,9,CA,14,Unidentified,100,22,f
894,Mid Fire,2019-07-12,2019-07-12,2019,1,CA,14,Unidentified,100,22,f
895,Kincade Fire,2019-10-23,2019-11-06,2019,49,CA,14,Unidentified,100,77758,t
